"X__deprecation_message__"	"ip"	"country_code"	"country_name"	"region_code"	"region_name"	"city"	"zip_code"	"time_zone"	"latitude"	"longitude"	"metro_code"
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.10.11.237"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.10.70.222"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.10.8.231"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.102.187.182"	"CN"	"China"	"HB"	"Hubei"	"Wuhan"	""	"Asia/Shanghai"	30.5801	114.2734	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.112.148.56"	"CN"	"China"	"LN"	"Liaoning"	"Shenyang"	""	"Asia/Shanghai"	41.7922	123.4328	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.112.251.104"	"CN"	"China"	"LN"	"Liaoning"	"Shenyang"	""	"Asia/Shanghai"	41.7922	123.4328	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.112.9.106"	"CN"	"China"	"LN"	"Liaoning"	"Shenyang"	""	"Asia/Shanghai"	41.7922	123.4328	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.113.127.248"	"CN"	"China"	"LN"	"Liaoning"	"Shenyang"	""	"Asia/Shanghai"	41.7922	123.4328	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.115.61.208"	"CN"	"China"	"LN"	"Liaoning"	"Shenyang"	""	"Asia/Shanghai"	41.7922	123.4328	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.117.245.2"	"CN"	"China"	"LN"	"Liaoning"	"Shenyang"	""	"Asia/Shanghai"	41.7922	123.4328	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.119.30.125"	"CN"	"China"	"LN"	"Liaoning"	"Shenyang"	""	"Asia/Shanghai"	41.7922	123.4328	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.122.112.152"	"CN"	"China"	"GD"	"Guangdong"	"Shenzhen"	""	"Asia/Shanghai"	22.5333	114.1333	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.126.104.136"	"CN"	"China"	"GD"	"Guangdong"	"Foshan"	""	"Asia/Shanghai"	23.0268	113.1315	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.126.115.226"	"CN"	"China"	"GD"	"Guangdong"	"Shenzhen"	""	"Asia/Shanghai"	22.5333	114.1333	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.127.17.181"	"CN"	"China"	"GD"	"Guangdong"	"Foshan"	""	"Asia/Shanghai"	23.0268	113.1315	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.127.17.202"	"CN"	"China"	"GD"	"Guangdong"	"Foshan"	""	"Asia/Shanghai"	23.0268	113.1315	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.129.239.30"	"CN"	"China"	"GD"	"Guangdong"	"Guangzhou"	""	"Asia/Shanghai"	23.1167	113.25	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.130.105.24"	"CN"	"China"	"GD"	"Guangdong"	"Guangzhou"	""	"Asia/Shanghai"	23.1167	113.25	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.130.105.95"	"CN"	"China"	"GD"	"Guangdong"	"Guangzhou"	""	"Asia/Shanghai"	23.1167	113.25	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.131.152.195"	"CN"	"China"	"GD"	"Guangdong"	"Guangzhou"	""	"Asia/Shanghai"	23.1167	113.25	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.131.152.88"	"CN"	"China"	"GD"	"Guangdong"	"Guangzhou"	""	"Asia/Shanghai"	23.1167	113.25	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.133.104.146"	"CN"	"China"	"GD"	"Guangdong"	"Guangzhou"	""	"Asia/Shanghai"	23.1167	113.25	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.147.44.18"	"CN"	"China"	"GD"	"Guangdong"	"Guangzhou"	""	"Asia/Shanghai"	23.1167	113.25	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.147.86.171"	"CN"	"China"	"GD"	"Guangdong"	"Guangzhou"	""	"Asia/Shanghai"	23.1167	113.25	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.155.21.194"	"PK"	"Pakistan"	"PB"	"Punjab"	"Lahore"	"54000"	"Asia/Karachi"	31.4888	74.3686	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.160.139.139"	"BN"	"Brunei"	"BM"	"Brunei and Muara District"	"Bandar Seri Begawan"	""	"Asia/Brunei"	4.8833	114.9333	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.160.197.219"	"IN"	"India"	"GJ"	"Gujarat"	"Rajkot"	"360001"	"Asia/Kolkata"	22.3	70.7833	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.161.97.2"	"IN"	"India"	"KA"	"Karnataka"	"Bengaluru"	""	"Asia/Kolkata"	12.9833	77.5833	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.165.6.177"	"CN"	"China"	"SD"	"Shandong"	"Qingdao"	""	"Asia/Shanghai"	36.0986	120.3719	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.167.247.254"	"CN"	"China"	"SD"	"Shandong"	"Jinan"	""	"Asia/Shanghai"	36.6683	116.9972	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.167.75.42"	"CN"	"China"	"SD"	"Shandong"	"Qingdao"	""	"Asia/Shanghai"	36.0986	120.3719	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.18.151.51"	"BD"	"Bangladesh"	"B"	"Chittagong"	"Chittagong"	"4000"	"Asia/Dhaka"	22.3384	91.8317	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.18.158.218"	"ID"	"Indonesia"	"JB"	"West Java"	"Bogor"	""	"Asia/Jakarta"	-6.5944	106.7892	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.180.198.94"	"CN"	"China"	"SD"	"Shandong"	"Jinan"	""	"Asia/Shanghai"	36.6683	116.9972	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.181.231.82"	"CN"	"China"	"SD"	"Shandong"	"Jinan"	""	"Asia/Shanghai"	36.6683	116.9972	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.182.153.205"	"CN"	"China"	"SD"	"Shandong"	"Jinan"	""	"Asia/Shanghai"	36.6683	116.9972	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.185.49.7"	"CN"	"China"	"SD"	"Shandong"	"Jinan"	""	"Asia/Shanghai"	36.6683	116.9972	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.185.57.119"	"CN"	"China"	"SD"	"Shandong"	"Jinan"	""	"Asia/Shanghai"	36.6683	116.9972	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.185.59.183"	"CN"	"China"	"SD"	"Shandong"	"Jinan"	""	"Asia/Shanghai"	36.6683	116.9972	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.185.61.84"	"CN"	"China"	"SD"	"Shandong"	"Jinan"	""	"Asia/Shanghai"	36.6683	116.9972	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.185.62.83"	"CN"	"China"	"SD"	"Shandong"	"Jinan"	""	"Asia/Shanghai"	36.6683	116.9972	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.185.8.13"	"CN"	"China"	"SD"	"Shandong"	"Jinan"	""	"Asia/Shanghai"	36.6683	116.9972	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.186.52.162"	"CN"	"China"	"SD"	"Shandong"	"Jinan"	""	"Asia/Shanghai"	36.6683	116.9972	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.188.247.73"	"CN"	"China"	"SD"	"Shandong"	"Jinan"	""	"Asia/Shanghai"	36.6683	116.9972	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.191.145.248"	"CN"	"China"	"SD"	"Shandong"	"Jinan"	""	"Asia/Shanghai"	36.6683	116.9972	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.192.239.192"	"KR"	"Republic of Korea"	"11"	"Seoul"	""	""	"Asia/Seoul"	37.5333	126.95	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.193.71.157"	"KR"	"Republic of Korea"	"11"	"Seoul"	"Seoul"	""	"Asia/Seoul"	37.5985	126.9783	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.197.89.163"	"KR"	"Republic of Korea"	"28"	"Incheon"	"Incheon"	""	"Asia/Seoul"	37.4536	126.7317	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.207.197.198"	"KR"	"Republic of Korea"	"11"	"Seoul"	"Seoul"	""	"Asia/Seoul"	37.5985	126.9783	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.207.78.155"	"KR"	"Republic of Korea"	"48"	"Gyeongsangnam-do"	"Changwon"	""	"Asia/Seoul"	35.2281	128.6811	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.226.30.110"	"IN"	"India"	""	""	""	""	"Asia/Kolkata"	20	77	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.23.46.32"	"CN"	"China"	"ZJ"	"Zhejiang"	"Hangzhou"	""	"Asia/Shanghai"	30.2936	120.1614	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.235.21.178"	"ID"	"Indonesia"	"JK"	"Jakarta"	"Jakarta"	""	"Asia/Jakarta"	-6.1744	106.8294	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.235.255.201"	"ID"	"Indonesia"	"JB"	"West Java"	"Depok"	""	"Asia/Jakarta"	-6.3433	106.4989	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.235.255.72"	"ID"	"Indonesia"	"JB"	"West Java"	"Depok"	""	"Asia/Jakarta"	-6.3433	106.4989	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.235.48.100"	"IN"	"India"	"TG"	"Telangana"	"Hyderabad"	""	"Asia/Kolkata"	17.3753	78.4744	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.249.54.217"	"CN"	"China"	"HE"	"Hebei"	"Hebei"	""	"Asia/Shanghai"	39.8897	115.275	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.251.166.157"	"CN"	"China"	"HE"	"Hebei"	"Hebei"	""	"Asia/Shanghai"	39.8897	115.275	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.251.171.32"	"CN"	"China"	"HE"	"Hebei"	"Hebei"	""	"Asia/Shanghai"	39.8897	115.275	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.254.0.30"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.27.163.34"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.27.178.206"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.27.182.141"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.28.115.197"	"SG"	"Singapore"	""	""	""	""	"Asia/Singapore"	1.3667	103.8	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.28.151.225"	"KR"	"Republic of Korea"	""	""	""	""	"Asia/Seoul"	37.5112	126.9741	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.28.179.33"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.28.194.66"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
"This API endpoint is deprecated and will stop working on July 1st, 2018. For more information please visit: https://github.com/apilayer/freegeoip#readme"	"119.28.22.244"	"CN"	"China"	"BJ"	"Beijing"	"Beijing"	""	"Asia/Shanghai"	39.9289	116.3883	0
