latitude;longitude
3.852.498.732;-1.214.403.427
3.851.031.519;-1.214.771.985
3.863.258.514;-1.214.382.061
3.843.891.434;-1.214.200.444
3.851.542.968;-1.215.193.356
3.864.727.956;-1.215.078.403
3.847.846.862;-1.214.342.202
3.858.364.167;-1.214.739.148
3.857.188.611;-1.214.648.897
3.850.105.448;-1.215.436.794
3.864.479.784;-1.214.581.238
3.863.486.324;-1.214.174.243
3.853.699.185;-1.214.146.606
3.849.521.557;-1.214.730.323
3.852.703.823;-1.214.120.436
3.862.428.352;-1.214.611.955
3.847.902.907;-1.214.303.627
3.862.260.674;-1.214.549.497
3.849.742.308;-12.147.238
3.860.154.457;-12.142.747
385.738.419;-1.214.692.124
3.846.849.636;-121.427.181
3.862.642.786;-1.214.570.278
3.853.522.747;-1.214.176.327
3.865.213.863;-121.450.154
3.862.596.616;-1.214.362.525
385.500.869;-1.214.350.231
385.173.841;-121.438.141
3.858.794.604;-1.214.809.362
3.863.483.426;-121.424.815
3.858.203.886;-1.215.046.032
3.843.891.434;-1.214.200.444
3.855.426.406;-1.214.546.045
3.867.684.158;-1.215.248.005
3.862.080.937;-121.481.537
3.851.852.642;-121.473.755
3.856.322.381;-1.214.735.232
3.857.566.567;-1.214.669.217
3.848.254.436;-121.518.673
3.854.677.938;-1.214.341.752
3.853.384.496;-121.481.424
3.857.602.331;-1.214.682.622
3.847.484.895;-1.214.512.042
3.845.210.678;-121.444.828
3.861.735.652;-1.214.837.251
3.863.087.775;-1.215.282.155
3.862.415.595;-1.214.956.821
3.861.677.548;-1.214.385.127
3.862.663.415;-1.215.279.355
3.854.735.161;-121.489.931
3.853.736.094;-1.214.725.708
3.863.095.078;-12.145.769
3.861.357.608;-1.214.516.169
3.849.590.431;-1.215.235.515
3.849.515.388;-121.460.842
3.853.122.066;-1.214.736.999
385.672.313;-121.513.317
3.854.716.857;-1.214.920.163
3.847.704.147;-1.215.140.712
3.855.498.681;-1.214.443.318
3.858.175.835;-1.214.943.412
3.856.203.149;-1.214.673.942
3.866.188.461;-1.214.468.253
3.852.412.152;-1.214.222.989
3.845.583.883;-1.214.380.731
3.847.623.848;-1.214.558.673
3.855.453.847;-1.214.418.944
3.855.627.023;-1.213.868.967
3.856.718.102;-1.214.657.994
3.864.310.734;-1.214.170.313
3.847.059.568;-1.214.605.802
3.855.720.151;-1.214.758.443
3.860.605.186;-1.214.486.547
3.854.417.762;-1.214.728.456
3.859.279.731;-121.485.061
3.858.352.799;-1.215.054.395
3.861.149.042;-121.491.621
3.861.975.623;-1.214.485.207
3.852.201.375;-1.214.274.961
3.850.654.024;-1.214.797.946
384.746.867;-1.214.279.312
3.848.530.689;-1.214.800.191
3.844.546.938;-1.214.272.922
3.854.176.204;-1.214.688.287
3.852.532.233;-1.214.431.889
3.864.071.644;-1.214.265.496
3.847.732.859;-1.214.803.322
3.861.242.942;-1.214.853.777
384.742.413;-1.214.256.049
3.847.895.451;-1.214.341.919
3.852.379.405;-1.214.177.784
3.857.523.636;-1.215.012.154
3.847.081.133;-1.214.338.966
3.852.215.421;-1.215.199.334
3.861.156.094;-1.214.821.257
3.852.535.327;-1.215.049.581
3.866.394.046;-1.215.062.227
3.857.484.527;-1.214.821.859
3.853.916.445;-1.214.465.807
3.863.627.784;-1.214.252.094
3.848.249.686;-1.215.003.573
3.857.484.527;-1.214.821.859
3.845.543.072;-1.214.394.173
3.844.430.924;-1.214.303.531
3.856.825.264;-1.214.884.455
3.858.113.729;-1.215.069.638
3.850.642.969;-1.215.398.814
3.856.646.578;-1.214.739.085
3.857.949.676;-121.499.643
3.847.415.053;-1.214.949.736
3.865.543.537;-1.215.223.763
3.861.437.028;-1.215.171.426
3.853.437.468;-1.214.943.972
385.537.181;-1.215.035.129
385.490.874;-1.213.870.109
3.848.216.993;-1.214.623.688
385.699.709;-1.215.053.446
3.867.232.741;-1.215.135.763
3.848.808.074;-1.215.148.695
386.134.143;-1.214.396.171
3.852.619.478;-1.214.311.783
3.849.575.914;-1.214.827.348
3.862.911.104;-121.497.905
3.857.798.348;-1.214.634.062
3.855.005.116;-121.408.095
3.851.848.054;-1.214.818.397
3.864.481.568;-1.214.192.897
385.249.316;-1.214.476.033
3.852.718.667;-1.214.712.477
3.846.985.008;-1.214.596.812
386.382.863;-121.429.335
385.730.919;-12.143.886
3.860.468.375;-1.215.227.128
3.856.859.703;-1.214.819.129
3.852.718.667;-1.214.712.477
3.861.812.954;-121.459.947
3.849.856.307;-1.214.706.699
3.861.286.363;-1.214.427.258
3.848.285.946;-1.215.029.365
3.863.228.581;-1.214.303.283
3.865.658.596;-1.214.430.247
3.864.378.844;-1.215.341.593
3.847.489.614;-1.214.375.984
3.851.881.709;-1.214.397.584
3.861.661.868;-121.449.322
3.859.994.183;-1.214.276.508
3.849.347.928;-1.214.704.421
3.854.066.622;-1.214.517.155
3.863.075.126;-1.214.862.116
3.855.136.292;-1.214.572.213
3.855.952.278;-1.214.622.826
3.852.555.689;-1.214.836.969
3.860.240.036;-1.214.295.032
3.861.140.992;-1.214.476.543
3.851.018.807;-1.214.880.681
3.862.042.639;-121.457.861
3.861.292.566;-1.214.932.977
3.854.085.269;-1.214.753.525
3.858.245.363;-1.215.052.755
3.855.805.348;-1.214.790.449
3.863.221.601;-1.214.488.234
3.855.575.132;-121.411.779
385.376.211;-1.214.676.218
3.865.599.922;-1.215.120.524
3.861.308.889;-1.214.879.558
3.866.706.644;-1.215.149.397
3.847.377.656;-1.214.383.197
3.862.503.478;-1.214.418.186
3.854.913.129;-1.214.692.389
386.296.517;-1.214.755.286
3.853.874.125;-1.214.778.223
3.851.848.156;-1.214.814.552
3.852.497.346;-1.214.425.904
3.857.495.865;-121.418.725
3.860.968.463;-1.214.770.508
3.861.124.309;-1.214.755.625
3.854.701.012;-1.214.089.209
3.856.270.817;-121.474.863
3.856.201.402;-1.214.972.545
3.850.576.856;-1.214.181.141
386.017.616;-1.214.258.271
386.323.599;-1.214.370.597
3.862.320.968;-1.214.670.947
3.847.375.784;-1.214.568.119
3.861.844.752;-1.214.487.548
3.846.465.639;-1.214.358.838
3.853.877.351;-121.465.047
385.663.989;-1.214.965.346
3.865.023.973;-1.215.085.026
3.855.981.942;-1.214.257.169
3.865.069.763;-121.456.104
3.860.027.317;-1.214.252.477
386.364.856;-1.214.305.818
3.863.921.174;-1.214.215.936
3.855.349.495;-1.214.723.187
3.861.878.441;-1.214.243.039
3.852.718.667;-1.214.712.477
3.850.576.856;-1.214.181.141
3.857.938.174;-1.214.959.147
3.854.783.739;-1.214.243.203
3.855.196.925;-1.214.653.678
3.862.011.633;-1.214.893.334
386.017.616;-1.214.258.271
3.848.463.859;-1.215.304.705
3.850.809.786;-1.214.848.506
385.722.972;-1.214.773.354
38.511.009;-1.214.794.301
3.845.814.178;-121.428.371
3.847.421.612;-12.142.717
3.852.941.329;-1.214.964.039
3.860.108.154;-121.456.171
3.861.584.425;-1.214.227.982
3.862.510.114;-1.214.901.693
38.579.563;-1.214.952.908
3.854.677.899;-1.214.593.645
3.849.063.924;-12.154.231
385.077.414;-1.215.389.783
385.755.613;-1.215.091.396
3.848.839.224;-1.214.816.108
3.863.647.881;-1.214.297.591
384.706.931;-1.214.271.773
3.849.832.634;-1.215.426.241
3.860.888.881;-1.214.350.612
386.308.389;-1.214.769.551
3.851.585.289;-1.214.383.522
3.860.134.596;-1.214.306.279
3.847.591.105;-1.214.312.015
3.860.154.457;-12.142.747
3.848.151.147;-1.214.684.313
3.863.862.878;-1.213.815.598
3.849.574.798;-1.214.857.747
3.847.392.039;-121.441.368
38.556.361;-1.214.069.516
3.857.905.171;-1.214.976.906
3.853.411.717;-1.214.125.586
3.862.939.722;-1.214.806.029
3.856.201.402;-1.214.972.545
3.849.596.852;-1.214.653.782
386.017.616;-1.214.258.271
3.858.165.459;-1.214.951.045
3.861.435.185;-1.214.438.516
3.857.274.295;-1.214.696.858
3.867.160.923;-1.215.093.115
3.850.576.856;-1.214.181.141
3.866.842.409;-1.215.093.439
3.864.731.678;-1.214.577.335
3.860.950.253;-1.215.213.017
3.864.603.297;-1.214.603.623
3.852.199.137;-1.214.990.149
3.849.645.546;-1.215.233.627
3.852.145.084;-1.214.409.716
3.851.052.896;-1.214.233.804
3.851.054.018;-1.214.152.234
3.852.488.785;-1.214.717.471
3.849.364.271;-1.214.725.547
3.853.627.695;-1.214.929.888
3.852.393.677;-1.214.400.119
3.862.939.722;-1.214.806.029
3.849.156.732;-121.505.615
3.862.741.952;-1.214.978.994
3.852.488.785;-1.214.717.471
3.857.966.477;-1.214.984.909
3.863.862.878;-1.213.815.598
3.848.452.574;-1.214.803.392
3.846.703.034;-121.447.555
3.853.121.355;-1.214.509.002
3.855.196.925;-1.214.653.678
3.862.741.952;-1.214.978.994
3.857.440.554;-1.214.945.262
385.249.316;-1.214.476.033
3.863.331.793;-1.214.823.352
384.748.515;-1.214.196.758
3.863.592.424;-1.214.308.978
3.856.987.859;-1.214.910.186
3.847.833.936;-1.214.518.481
3.852.472.122;-121.497.206
3.855.905.282;-1.214.919.771
3.864.304.161;-1.215.321.299
3.859.891.162;-1.214.258.885
3.854.802.942;-1.214.666.875
3.857.227.839;-1.214.192.296
3.857.884.334;-1.214.834.127
3.854.176.204;-1.214.688.287
3.847.428.454;-1.214.227.089
3.846.475.681;-1.214.289.328
3.864.330.227;-1.214.618.676
3.863.993.888;-121.435.967
384.706.931;-1.214.271.773
3.863.862.878;-1.213.815.598
3.863.862.878;-1.213.815.598
3.855.612.335;-1.214.724.356
3.848.146.892;-121.475.345
3.857.203.045;-1.214.670.118
3.852.597.099;-121.419.844
3.862.741.952;-1.214.978.994
3.857.943.348;-1.214.705.946
3.863.678.539;-1.214.368.602
3.859.808.509;-1.214.275.537
3.856.722.246;-1.214.357.584
3.847.421.612;-12.142.717
3.848.045.537;-1.214.856.682
3.863.862.878;-1.213.815.598
3.847.581.524;-1.214.196.575
3.852.875.394;-1.214.401.734
3.857.960.099;-1.214.907.988
3.860.911.743;-1.214.840.542
3.861.489.271;-1.214.768.376
3.854.118.933;-1.214.607.739
384.643.369;-1.214.284.227
3.847.345.298;-1.214.355.908
3.854.464.324;-1.214.731.883
3.863.167.132;-1.215.026.094
384.467.991;-1.214.110.382
3.868.164.024;-1.214.990.726
3.866.670.198;-12.150.537
3.860.907.503;-1.214.801
3.856.963.689;-1.214.903.803
3.847.696.574;-1.214.357.342
3.862.262.156;-1.214.901.695
3.857.696.108;-1.214.868.264
3.857.271.087;-1.214.662.897
3.858.064.891;-1.214.855.965
3.855.941.392;-1.214.427.516
3.847.324.689;-1.214.614.649
3.860.872.513;-1.215.232.247
3.856.631.737;-1.214.861.055
3.864.605.845;-1.214.622.984
3.864.404.243;-1.214.568.936
3.857.201.606;-1.214.692.575
3.857.395.494;-1.214.699.112
3.854.979.527;-1.215.056.977
3.855.008.879;-121.467.861
3.860.456.659;-1.214.615.545
3.853.435.928;-1.214.816.091
3.852.491.379;-1.213.967.577
3.853.445.955;-1.214.469.248
385.857.662;-1.214.878.161
3.857.433.757;-1.214.617.826
3.847.857.071;-1.214.941.668
3.857.833.762;-1.215.046.674
3.848.718.561;-1.215.349.291
385.857.673;-1.214.818.932
3.854.783.739;-1.214.243.203
385.857.662;-1.214.878.161
3.853.554.642;-1.214.811.949
3.855.451.604;-1.214.674.364
3.847.925.635;-1.214.635.225
3.862.852.162;-1.214.315.485
3.850.798.335;-1.215.537.592
3.855.809.165;-1.213.917.421
3.863.020.065;-1.214.828.059
3.852.496.323;-1.214.438.874
3.857.833.762;-1.215.046.674
3.847.670.073;-1.215.333.381
3.856.559.378;-1.215.072.531
3.858.057.479;-1.214.911.942
3.866.833.855;-1.215.098.944
3.855.003.619;-1.214.612.421
3.858.057.479;-1.214.911.942
3.860.046.764;-1.214.652.701
3.853.881.527;-121.479.014
3.862.296.014;-1.214.768.064
3.854.484.473;-1.214.734.141
3.847.529.548;-121.422.795
3.861.284.481;-1.215.050.821
3.863.276.571;-1.215.061.726
3.852.951.178;-121.449.896
3.848.998.089;-1.215.019.436
3.854.726.509;-1.214.552.803
3.845.718.227;-1.214.133.413
3.855.699.686;-1.214.689.006
3.857.820.727;-1.214.744.796
3.855.292.779;-1.214.701.898
3.859.674.646;-1.215.021.287
3.844.792.733;-1.214.256.977
3.852.881.453;-1.214.328.808
3.855.374.444;-1.214.568.045
3.863.537.838;-1.214.468.944
3.860.134.596;-1.214.306.279
3.862.741.249;-1.214.585.395
3.857.881.951;-1.214.726.456
3.856.567.077;-1.214.983.269
3.847.433.721;-1.214.189.709
3.850.576.856;-1.214.181.141
3.855.982.692;-1.214.857.011
3.859.851.693;-1.214.249.294
3.846.148.268;-1.214.210.137
3.852.524.262;-1.214.115.515
3.848.211.558;-1.214.525.422
3.862.453.557;-1.215.264.198
384.725.814;-1.214.404.459
386.250.908;-121.491.566
3.851.447.225;-1.214.367.764
3.853.125.566;-1.213.897.055
3.856.321.928;-1.214.984.736
3.847.333.853;-1.214.529.099
3.864.016.562;-1.214.587.507
3.864.016.562;-1.214.587.507
3.862.149.931;-121.504.924
3.862.009.248;-121.426.719
3.851.197.714;-1.214.803.911
3.846.304.879;-1.214.597.711
3.857.275.295;-121.489.627
3.854.852.526;-1.214.599.213
3.848.920.978;-1.214.988.814
3.856.452.151;-1.214.714.677
3.863.589.608;-1.215.055.312
3.865.788.081;-121.451.402
3.854.338.237;-1.214.908.684
3.852.496.323;-1.214.438.874
3.847.695.497;-1.214.882.958
3.860.058.081;-1.214.308.265
3.852.347.262;-1.215.147.548
3.863.438.017;-1.214.018.388
3.859.800.846;-1.214.237.298
3.858.283.595;-1.214.846.466
3.845.768.744;-1.214.176.675
3.860.534.892;-1.214.372.414
3.848.123.472;-1.215.076.289
3.847.706.899;-1.214.867.615
3.857.810.996;-1.214.852.125
3.848.999.286;-1.214.652.727
3.852.291.342;-1.214.141.329
3.854.236.923;-1.214.600.028
3.863.298.758;-1.214.528.714
3.864.799.426;-1.214.652.496
3.846.046.924;-121.438.791
3.863.429.736;-1.214.430.659
3.860.770.663;-1.215.160.014
3.862.757.337;-1.215.381.824
3.853.207.838;-1.214.679.114
385.594.166;-1.214.854.383
3.857.109.736;-1.214.659.345
3.852.005.788;-1.214.334.782
3.868.221.226;-1.214.992.718
3.858.423.851;-1.214.820.477
3.847.979.453;-121.535.854
3.856.020.578;-1.214.881.604
3.848.093.723;-1.214.630.104
3.847.305.088;-1.214.198.197
3.857.804.836;-121.504.449
3.848.435.676;-1.214.538.072
3.858.137.649;-1.214.974.538
3.862.109.421;-1.214.789.238
3.864.196.888;-1.214.509.888
3.858.385.621;-1.214.911.988
3.862.741.952;-1.214.978.994
3.849.382.275;-1.214.704.919
3.846.111.086;-1.214.374.694
3.847.647.394;-121.488.184
3.847.682.822;-1.214.534.037
3.861.495.011;-1.214.432.065
3.852.472.122;-121.497.206
3.850.941.846;-1.214.259.126
3.862.422.669;-1.214.613.745
3.846.946.748;-1.214.553.915
385.856.961;-1.214.868.685
3.863.020.065;-1.214.828.059
3.861.475.001;-1.214.421.371
3.854.783.739;-1.214.243.203
3.846.354.773;-1.214.298.714
3.867.460.145;-1.215.097.637
3.862.721.053;-1.214.443.044
3.847.334.584;-1.214.662.216
386.226.048;-1.214.808.309
384.706.931;-1.214.271.773
3.847.581.524;-1.214.196.575
3.847.305.088;-1.214.198.197
3.845.899.451;-1.214.220.431
3.849.930.905;-1.214.752.908
3.848.242.529;-1.214.809.938
385.478.719;-1.214.828.012
3.863.008.563;-1.214.313.085
3.861.526.655;-1.214.929.801
3.859.937.865;-1.214.619.611
3.853.048.786;-1.214.484.308
3.847.199.917;-1.214.297.516
3.862.621.427;-1.214.642.334
3.863.794.231;-1.214.536.771
3.852.497.346;-1.214.425.904
3.855.416.451;-1.214.704.184
3.855.380.855;-1.214.093.507
3.862.697.168;-1.214.755.308
3.851.613.758;-1.214.111.198
3.847.155.475;-1.214.354.311
3.861.569.243;-1.214.911.606
3.861.471.215;-1.214.782.039
3.857.498.057;-1.214.642.474
3.855.576.196;-1.214.149.612
3.856.268.259;-1.214.918.953
3.851.391.562;-121.482.806
3.860.931.053;-1.214.508.063
3.849.017.812;-1.214.631.785
3.849.754.834;-121.466.764
3.856.318.411;-1.214.836.065
3.865.731.154;-1.215.119.979
3.844.595.945;-1.214.331.228
3.857.243.004;-1.215.005.845
3.857.170.184;-1.215.023.734
3.856.775.515;-1.214.385.767
3.853.073.649;-1.214.038.889
3.853.269.738;-1.215.196.388
385.717.991;-1.214.832.083
3.854.609.328;-1.213.993.829
3.855.213.345;-1.214.055.845
3.848.889.933;-1.215.136.342
3.848.606.988;-121.475.678
3.853.182.855;-1.214.526.189
3.847.938.006;-121.461.782
3.846.337.225;-1.214.161.718
385.225.465;-1.215.048.587
3.851.724.271;-1.215.241.571
3.859.367.176;-1.214.828.749
3.864.235.952;-1.214.700.151
3.846.377.975;-1.214.312.631
3.854.195.686;-1.214.511.462
3.853.236.461;-1.214.211.484
3.864.645.661;-1.214.168.744
3.855.181.875;-1.214.678.656
3.853.266.824;-1.214.461.521
3.846.985.247;-1.214.514.452
386.237.933;-1.214.349.571
3.849.707.928;-1.214.925.018
3.847.799.614;-1.214.369.976
3.860.845.211;-1.214.205.903
3.848.160.193;-1.214.654.193
3.851.541.882;-1.214.069.526
3.857.333.372;-1.214.520.801
3.853.941.555;-1.214.497.148
385.780.037;-1.214.928.671
386.255.448;-1.214.673.258
3.861.214.737;-1.214.637.581
3.851.603.145;-1.214.831.332
3.852.718.667;-1.214.712.477
3.849.940.254;-1.214.627.597
3.862.937.447;-1.214.816.532
3.851.290.623;-1.214.199.397
3.861.081.853;-1.214.800.628
384.716.585;-1.214.438.063
3.862.229.397;-1.214.550.081
3.856.207.026;-1.214.944.073
3.859.390.962;-1.214.844.897
3.855.352.423;-1.214.063.772
3.853.452.891;-1.214.741.684
385.530.906;-1.213.751.255
3.863.647.881;-1.214.297.591
385.684.229;-1.214.665.491
386.341.268;-1.214.586.425
3.862.080.882;-1.214.211.269
3.861.043.866;-1.214.530.304
3.863.293.516;-1.214.317.129
385.323.931;-1.215.092.931
3.855.565.493;-1.213.936.338
3.863.008.563;-1.214.313.085
3.852.506.274;-1.214.091.236
3.853.748.261;-1.214.930.327
3.860.803.197;-1.214.735.004
3.851.755.951;-1.214.142.712
3.854.176.204;-1.214.688.287
3.852.354.452;-1.214.931.002
3.856.750.828;-1.214.785.526
385.160.081;-1.214.257.827
3.863.292.418;-1.214.305.962
3.851.385.568;-1.215.292.089
385.392.971;-1.214.127.677
3.844.520.881;-1.214.240.366
3.863.409.297;-1.214.874.303
3.860.231.104;-1.214.536.911
3.855.553.953;-1.214.149.596
386.364.856;-1.214.305.818
3.852.718.667;-1.214.712.477
3.863.290.902;-121.429.189
3.862.541.828;-121.433.145
3.848.146.892;-121.475.345
3.861.633.596;-1.214.464.647
3.857.327.928;-1.214.994.837
3.861.112.661;-1.214.487.064
3.862.585.123;-1.214.307.192
3.854.165.918;-1.214.709.517
3.860.842.802;-1.214.569.864
3.862.585.123;-1.214.307.192
3.861.317.525;-1.214.527.959
3.854.264.786;-1.214.053.768
3.851.558.404;-1.214.794.981
3.854.648.541;-121.439.786
3.854.146.972;-1.214.254.625
3.855.620.383;-1.214.542.609
3.862.541.828;-121.433.145
3.851.181.048;-121.409.069
3.862.541.828;-121.433.145
3.851.052.171;-1.214.274.484
3.862.691.239;-1.214.220.925
3.860.939.478;-1.214.605.521
3.853.949.609;-1.214.723.103
3.849.407.763;-1.214.673.944
3.856.124.982;-121.511.165
3.852.862.139;-1.214.880.268
3.854.146.972;-1.214.254.625
3.856.732.576;-1.215.013.162
3.857.991.197;-1.214.966.071
3.854.505.704;-1.214.120.175
3.855.770.025;-1.214.774.388
3.852.199.137;-1.214.990.149
3.863.200.804;-121.471.972
3.862.939.722;-1.214.806.029
3.860.673.086;-1.214.499.687
3.854.142.018;-1.214.655.517
3.862.444.324;-1.214.660.389
3.856.864.789;-1.214.120.889
3.861.111.988;-1.214.415.705
3.855.426.406;-1.214.546.045
3.850.048.461;-1.214.109.169
3.849.609.085;-1.214.740.915
3.863.228.581;-1.214.303.283
3.852.497.346;-1.214.425.904
3.855.050.416;-1.214.070.072
385.488.551;-1.214.908.853
3.857.905.171;-1.214.976.906
3.862.260.674;-1.214.549.497
3.856.832.842;-121.479.575
385.363.789;-121.402.723
3.852.663.259;-1.214.959.901
3.851.055.016;-121.409.083
3.847.188.262;-121.437.912
3.847.427.504;-1.214.465.943
3.853.106.486;-1.214.462.065
3.852.652.786;-1.214.443.436
3.853.941.555;-1.214.497.148
3.863.709.493;-1.215.059.115
3.848.934.244;-1.214.859.396
3.848.934.244;-1.214.859.396
3.862.741.952;-1.214.978.994
385.839.322;-1.214.841.699
386.183.743;-1.214.392.211
3.846.573.597;-1.214.176.962
3.862.541.828;-121.433.145
3.861.385.305;-1.214.937.566
3.846.573.597;-1.214.176.962
3.854.801.719;-1.214.273.504
3.855.443.881;-1.214.757.806
3.845.718.227;-1.214.133.413
3.860.301.561;-1.214.699.926
3.847.894.224;-1.215.000.399
3.855.563.886;-1.214.118.044
3.861.876.519;-12.143.772
3.860.918.188;-1.214.259.738
3.862.379.457;-1.214.340.925
3.851.348.202;-121.532.542
3.851.750.189;-1.214.409.152
3.855.118.337;-1.214.895.749
3.852.199.137;-1.214.990.149
3.852.199.137;-1.214.990.149
3.849.506.573;-1.214.898.292
3.851.181.739;-1.214.402.677
3.861.112.661;-1.214.487.064
3.856.958.278;-1.215.064.105
3.855.849.437;-1.214.382.789
3.853.736.799;-1.214.239.502
3.852.199.137;-1.214.990.149
3.854.751.665;-1.214.509.881
3.861.155.799;-1.214.464.598
3.848.843.168;-1.214.561.238
3.848.778.705;-1.214.574.354
3.854.675.579;-1.214.538.401
386.017.616;-1.214.258.271
3.863.434.706;-1.214.130.839
3.854.491.473;-1.214.403.543
3.857.188.611;-1.214.648.897
3.849.466.185;-1.215.212.433
3.858.187.118;-121.495.026
3.848.870.203;-1.214.569.742
3.860.931.053;-1.214.508.063
3.853.085.892;-1.214.960.651
3.851.048.773;-121.406.008
3.864.472.998;-1.214.369.795
384.819.803;-1.214.895.978
3.849.536.962;-1.214.921.192
3.856.797.953;-121.442.961
3.856.986.385;-1.214.977.028
385.873.197;-1.214.864.195
3.864.733.599;-1.214.291.435
3.862.142.182;-1.214.212.584
3.844.082.461;-1.214.127.947
3.855.505.217;-1.214.130.717
3.855.767.804;-1.214.094.376
3.851.447.225;-1.214.367.764
3.864.124.446;-1.214.569.219
3.848.230.213;-1.214.530.858
3.849.182.496;-121.460.074
385.305.594;-121.422.023
384.716.647;-1.214.411.062
3.861.302.483;-1.214.593.557
3.847.113.601;-121.445.934
3.850.765.729;-1.215.059.719
3.861.354.404;-121.501.014
3.860.778.501;-1.214.504.855
3.855.553.457;-121.504.483
3.847.425.283;-1.214.368.769
3.859.540.732;-1.214.978.798
3.856.435.251;-1.214.784.008
3.862.496.247;-1.214.337.087
3.860.240.036;-1.214.295.032
3.865.402.327;-1.214.226.745
3.865.049.209;-1.214.650.383
3.846.391.218;-1.214.181.476
3.864.187.217;-1.214.149.512
3.862.824.591;-1.214.767.711
3.844.824.456;-1.214.349.029
3.851.481.284;-1.214.390.559
3.856.245.905;-1.214.484.599
3.847.433.721;-1.214.189.709
384.748.515;-1.214.196.758
384.709.823;-121.449.973
3.865.513.243;-1.214.326.425
3.857.585.352;-1.215.068.254
3.850.718.879;-1.214.768.614
3.863.862.878;-1.213.815.598
3.847.185.437;-1.214.287.887
3.847.425.283;-1.214.368.769
3.850.718.879;-1.214.768.614
3.861.134.232;-1.215.300.211
3.857.297.265;-1.214.460.281
3.850.757.216;-1.214.262.594
3.853.271.689;-1.214.658.441
3.854.888.945;-1.214.107.516
3.856.399.777;-1.214.770.709
3.856.399.777;-1.214.770.709
3.858.280.821;-121.486.438
3.856.654.955;-1.214.790.738
3.852.751.169;-121.432.622
3.852.530.229;-1.214.418.783
3.858.086.879;-1.214.668.268
3.855.417.278;-1.214.680.299
